Distance_(unit),Gray_Value
62.720,158.5179
63.162,157.6726
63.604,158.1307
64.045,159.5659
64.487,158.1979
64.929,160.5031
65.370,159.4744
65.812,160.1609
66.254,160.7333
66.695,157.4904
67.137,155.7402
67.579,157.6720
68.021,157.7052
68.462,161.3126
68.904,160.3840
69.346,160.2107
69.787,162.0898
70.229,162.3280
70.671,163.3867
71.112,165.6041
71.554,161.7200
71.996,161.4998
72.437,159.5167
72.879,159.2889
73.321,160.0000
73.763,160.9114
74.204,159.7627
74.646,160.8089
75.088,159.6933
75.529,158.6453
75.971,158.6364
76.413,161.9221
76.854,163.9351
77.296,163.4370
77.738,163.1553
78.179,163.4880
78.621,160.7049
79.063,156.9970
79.505,160.5200
79.946,163.6978
80.388,159.8818
80.830,159.4213
81.271,163.3958
81.713,161.7155
82.155,160.6960
82.596,160.6373
83.038,163.0293
83.480,162.4800
83.921,164.1007
84.363,162.8035
84.805,157.3396
85.247,157.6667
85.688,158.4021
86.130,159.3333
86.572,159.7772
87.013,161.6557
87.455,161.4107
87.897,160.7390
88.338,163.4222
88.780,159.3333
89.222,157.4495
89.663,158.0504
90.105,157.6773
90.547,159.6578
90.989,160.5813
91.430,159.2373
91.872,161.4684
92.314,161.1313
92.755,164.5956
93.197,159.5405
93.639,161.1040
94.080,166.2258
94.522,165.1736
94.964,160.7570
95.405,158.6373
95.847,165.1710
96.289,160.3858
96.731,158.9493
97.172,159.1630
97.614,159.4868
98.056,161.2036
98.497,160.8797
98.939,160.9203
99.381,161.3333
99.822,161.9138
100.264,158.0160
100.706,160.5138
101.147,161.4637
101.589,161.5052
102.031,161.9769
102.472,158.9508
102.914,156.8118
103.356,158.7867
103.798,160.2622
104.239,157.6667
104.681,155.3973
105.123,157.3209
105.564,157.0142
106.006,156.1245
106.448,159.3399
106.889,158.6243
107.331,159.5787
107.773,157.3807
108.214,155.9304
108.656,157.9369
109.098,158.7736
109.540,156.9499
109.981,157.5360
110.423,161.2222
110.865,162.7911
111.306,158.8107
111.748,155.5093
112.190,156.4101
112.631,157.3778
113.073,156.6791
113.515,158.7440
113.956,160.4853
114.398,157.4720
114.840,160.9955
115.282,162.1253
115.723,158.4569
116.165,157.7627
116.607,160.1547
117.048,159.2444
117.490,158.6578
117.932,155.5573
118.373,156.3333
118.815,155.8542
119.257,156.5733
119.698,158.3686
120.140,158.0284
120.582,159.6720
121.024,160.6219
121.465,162.1630
121.907,159.4791
122.349,159.8047
122.790,158.6667
123.232,157.1227
123.674,157.7926
124.115,156.0098
124.557,158.9707
124.999,159.9816
125.440,159.3280
125.882,162.8178
126.324,158.5191
126.766,153.9170
127.207,161.7013
127.649,160.6818
128.091,160.3467
128.532,160.0240
128.974,160.6231
129.416,160.1532
129.857,162.6649
130.299,163.1274
130.741,156.8270
131.182,156.1653
131.624,160.6092
132.066,161.1253
132.508,156.2667
132.949,157.1138
133.391,160.9058
133.833,161.7760
134.274,163.8898
134.716,161.8933
135.158,157.6827
135.599,159.6584
136.041,158.9307
136.483,159.8720
136.924,160.2711
137.366,159.2516
137.808,159.1644
138.250,162.0916
138.691,158.4213
139.133,157.2267
139.575,160.0856
140.016,161.7375
140.458,157.9689
140.900,153.8892
141.341,157.0000
141.783,160.4453
142.225,155.5938
142.666,154.2658
143.108,158.0080
143.550,162.0000
143.992,161.8750
144.433,160.0524
144.875,156.8187
145.317,154.7914
145.758,156.3067
146.200,162.0904
146.642,156.5227
147.083,159.4640
147.525,161.4053
147.967,156.8978
148.408,160.5253
148.850,159.4862
149.292,158.5529
149.734,159.5920
150.175,156.3156
150.617,153.0036
151.059,153.5627
151.500,155.8616
151.942,157.6972
152.384,158.9244
152.825,155.9653
153.267,159.0240
153.709,157.2773
154.150,158.6667
154.592,157.4593
155.034,162.3493
155.476,157.2169
155.917,153.2364
156.359,156.6409
156.801,157.6474
157.242,158.5902
157.684,157.6107
158.126,156.3360
158.567,156.3947
159.009,158.3733
159.451,160.2738
159.892,157.2542
160.334,158.7413
160.776,157.5058
161.218,155.0578
161.659,156.6480
162.101,159.3333
162.543,159.5475
162.984,158.2533
163.426,160.3333
163.868,163.3333
164.309,158.3333
164.751,156.3333
165.193,157.3333
165.634,158.3333
166.076,160.5884
166.518,160.1378
166.960,157.7840
167.401,156.3538
167.843,156.4074
168.285,158.9627
168.726,160.6667
169.168,158.1360
169.610,156.1760
170.051,158.0000
170.493,155.7849
170.935,156.9253
171.376,156.7289
171.818,159.6667
172.260,159.6667
172.701,157.0818
173.143,158.0018
173.585,158.3031
174.027,160.7431
174.468,158.2415
174.910,156.7520
175.352,158.0000
175.793,158.9559
176.235,158.9298
176.677,158.2963
177.118,157.3165
177.560,159.8613
178.002,163.6981
178.443,160.5671
178.885,159.0667
179.327,155.0092
179.769,157.3333
180.210,165.5813
180.652,157.6702
181.094,160.7022
181.535,159.5796
181.977,160.5339
182.419,161.5902
182.860,161.0000
183.302,161.8844
183.744,159.9819
184.185,154.4916
184.627,155.4216
185.069,155.8939
185.511,154.8533
185.952,154.1644
186.394,160.7476
186.836,162.7253
187.277,162.5141
187.719,161.6889
188.161,161.4462
188.602,160.4839
189.044,158.6302
189.486,157.2213
189.927,156.8030
190.369,158.8095
190.811,160.8160
191.253,161.2252
191.694,160.3419
192.136,160.0000
192.578,160.5262
193.019,156.9096
193.461,157.0435
193.903,160.7484
194.344,159.7289
194.786,160.3760
195.228,156.9538
195.669,154.6560
196.111,153.7147
196.553,156.0711
196.995,158.3333
197.436,156.5920
197.878,156.9710
198.320,160.3579
198.761,159.1333
199.203,159.7268
199.645,156.5173
200.086,158.8587
200.528,158.4637
200.970,158.8030
201.411,156.3911
201.853,158.6667
202.295,162.4924
202.737,157.6667
203.178,155.6667
203.620,156.7120
204.062,156.3333
204.503,155.2249
204.945,155.3333
205.387,155.4267
205.828,155.3763
206.270,156.7947
206.712,157.7893
207.153,157.3333
207.595,156.2059
208.037,161.6667
208.479,155.7194
208.920,154.0836
209.362,157.9493
209.804,158.4000
210.245,157.9751
210.687,157.0267
211.129,154.9431
211.570,154.2320
212.012,157.2800
212.454,160.6978
212.895,157.1484
213.337,160.1093
213.779,158.5351
214.221,159.0000
214.662,158.1707
215.104,154.7138
215.546,156.8764
215.987,160.3333
216.429,157.4178
216.871,154.3893
217.312,155.2720
217.754,157.7182
218.196,158.0000
218.637,156.9600
219.079,156.5680
219.521,155.6667
219.963,157.5947
220.404,157.5751
220.846,157.4444
221.288,157.6667
221.729,156.8498
222.171,155.2664
222.613,156.6213
223.054,160.3333
223.496,159.3333
223.938,157.2480
224.379,159.0702
224.821,160.2409
225.263,160.3867
225.705,157.3618
226.146,157.3707
226.588,166.0133
227.030,159.2818
227.471,152.1867
227.913,160.8178
228.355,166.9686
228.796,161.7099
229.238,158.1644
229.680,159.1215
230.121,164.2705
230.563,159.8187
231.005,161.9541
231.447,162.6744
231.888,160.2222
232.330,159.1437
232.772,160.3994
233.213,158.9840
233.655,162.9884
234.097,161.9126
234.538,160.3813
234.980,162.0000
235.422,161.4231
235.863,161.4044
236.305,164.0504
236.747,162.5182
237.188,159.4987
237.630,162.8542
238.072,160.9547
238.514,160.8933
238.955,164.3902
239.397,164.1307
239.839,164.7147
240.280,164.0853
240.722,167.6844
241.164,164.3547
241.605,167.0199
242.047,167.1890
242.489,169.0560
242.930,171.3555
243.372,170.5342
243.814,170.9315
244.256,173.9671
244.697,177.1680
245.139,176.1867
245.581,176.9944
246.022,182.7345
246.464,180.0693
246.906,180.6667
247.347,181.7156
247.789,186.9707
248.231,187.9804
248.672,191.9902
249.114,192.2942
249.556,192.6015
249.998,193.2421
250.439,194.4613
250.881,195.5233
251.323,200.2853
251.764,194.9200
252.206,196.3333
252.648,194.1476
253.089,195.3333
253.531,197.4498
253.973,197.2444
254.414,200.2640
254.856,200.2836
255.298,199.6364
255.740,198.0862
256.181,196.6667
256.623,196.4255
257.065,197.1440
257.506,199.8018
257.948,201.5796
258.390,202.7467
258.831,200.5944
259.273,202.1114
259.715,200.6711
260.156,198.5547
260.598,201.6889
261.040,204.4915
261.482,203.4613
261.923,201.1227
262.365,200.4347
262.807,201.3022
263.248,203.9884
263.690,204.6667
264.132,204.3609
264.573,201.9505
265.015,200.7111
265.457,199.4981
265.898,197.7425
266.340,202.3467
266.782,203.8065
267.224,207.8222
267.665,197.1947
268.107,197.7787
268.549,206.2258
268.990,208.3040
269.432,202.9511
269.874,203.6151
270.315,202.6027
270.757,206.6542
271.199,202.3333
271.640,203.3600
272.082,201.4258
272.524,200.9298
272.966,206.4960
273.407,207.0000
273.849,203.2904
274.291,204.0053
274.732,201.9875
275.174,204.7324
275.616,202.4684
276.057,201.9259
276.499,202.9890
276.941,203.6667
277.382,206.0000
277.824,206.3333
278.266,205.0000
278.708,204.2201
279.149,204.9061
279.591,206.1716
280.033,208.4041
280.474,203.3585
280.916,204.0622
281.358,205.3707
281.799,204.0960
282.241,205.6587
282.683,207.6667
283.124,205.5262
283.566,205.3307
284.008,206.5378
284.450,206.8231
284.891,207.3467
285.333,207.4640
285.775,205.6240
286.216,205.3387
286.658,207.5639
287.100,205.4741
287.541,206.7307
287.983,204.6667
288.425,201.6667
288.866,204.1929
289.308,209.9511
289.750,209.8284
290.192,204.3040
290.633,208.6027
291.075,208.7742
291.517,207.2400
291.958,205.3087
292.400,203.0361
292.842,201.7013
293.283,203.0000
293.725,205.6770
294.167,208.2213
294.608,211.2027
295.050,208.2702
295.492,207.2507
295.934,207.5645
296.375,205.7885
296.817,205.8080
297.259,204.6667
297.700,207.2080
298.142,207.6000
298.584,207.5529
299.025,206.7680
299.467,207.3449
299.909,209.9798
300.350,208.5674
300.792,205.6924
301.234,207.6702
301.676,209.3333
302.117,206.3333
302.559,208.3333
303.001,205.0818
303.442,209.1013
303.884,208.6667
304.326,209.6667
304.767,205.1467
305.209,206.6924
305.651,207.6667
306.092,207.6667
306.534,206.6667
306.976,207.2578
307.418,209.4987
307.859,210.0782
308.301,210.5330
308.743,210.5591
309.184,206.6000
309.626,204.9991
310.068,206.0267
310.509,213.4142
310.951,209.8676
311.393,209.2133
311.834,209.2687
312.276,208.4495
312.718,209.0000
313.159,208.4684
313.601,209.6667
314.043,209.0640
314.485,205.4607
314.926,204.0379
315.368,208.8880
315.810,210.6311
316.251,206.3333
316.693,207.9787
317.135,204.6667
317.576,207.5659
318.018,205.6133
318.460,205.7662
318.901,207.7618
319.343,208.9173
319.785,206.8418
320.227,209.1778
320.668,207.8684
321.110,209.8996
321.552,207.7028
321.993,208.8987
322.435,206.9422
322.877,204.9618
323.318,206.6480
323.760,209.0018
324.202,208.3538
324.643,207.6667
325.085,207.4047
325.527,205.8042
325.969,205.4773
326.410,207.6344
326.852,209.3719
327.294,208.5093
327.735,206.9864
328.177,206.4305
328.619,206.7511
329.060,208.2415
329.502,206.3923
329.944,210.6213
330.385,207.6735
330.827,205.6080
331.269,210.3333
331.711,209.2092
332.152,206.1763
332.594,206.6596
333.036,204.4966
333.477,207.2741
333.919,208.2347
334.361,207.4702
334.802,205.1769
335.244,203.1573
335.686,203.4711
336.127,205.4516
336.569,205.8027
337.011,205.7627
337.453,204.8213
337.894,204.9200
338.336,204.3538
338.778,204.3360
339.219,203.3147
339.661,202.3333
340.103,204.0000
340.544,204.1547
340.986,202.2907
341.428,202.1164
341.869,204.8640
342.311,205.6889
342.753,205.6498
343.195,205.3333
343.636,205.0000
344.078,205.0000
344.520,204.4133
344.961,205.8480
345.403,200.7076
345.845,204.7707
346.286,204.0036
346.728,204.8830
347.170,204.2098
347.611,205.1138
348.053,206.9236
348.495,208.4747
348.937,205.5511
349.378,204.9070
349.820,207.3653
350.262,205.3132
350.703,203.3514
351.145,204.3867
351.587,203.7351
352.028,207.0809
352.470,204.5787
352.912,206.6667
353.353,203.9333
353.795,203.0053
354.237,203.6498
354.679,209.1093
355.120,204.1120
355.562,201.0000
356.004,206.0000
356.445,207.3644
356.887,204.7330
357.329,201.0258
357.770,202.8933
358.212,204.4682
358.654,205.8279
359.095,206.1013
359.537,207.1636
359.979,205.7496
360.421,202.1280
360.862,201.1772
361.304,204.0059
361.746,203.9947
362.187,202.6311
362.629,206.5564
363.071,205.5920
363.512,205.9686
363.954,203.5529
364.396,206.6222
364.837,208.8471
365.279,207.5058
365.721,206.1920
366.163,206.2628
366.604,206.7689
367.046,204.5840
367.488,204.2702
367.929,205.6136
368.371,204.4604
368.813,205.5482
369.254,206.3333
369.696,202.6320
370.138,203.9043
370.579,207.2714
371.021,206.3333
371.463,207.1129
371.905,204.5114
372.346,206.5049
372.788,205.1618
373.230,207.4919
373.671,207.1520
374.113,210.5636
374.555,205.9164
374.996,203.2693
375.438,205.0444
375.880,204.7164
376.321,205.3387
376.763,205.0000
377.205,204.2996
377.646,204.2267
378.088,206.1876
378.530,207.9076
378.972,206.4071
379.413,208.1315
379.855,205.1511
380.297,206.0542
380.738,204.7144
381.180,208.5843
381.622,207.4933
382.063,207.0563
382.505,205.0649
382.947,204.0453
383.388,204.0000
383.830,207.9938
384.272,205.9867
384.714,203.0658
385.155,206.0000
385.597,206.7120
386.039,206.9084
386.480,207.4444
386.922,203.2027
387.364,207.4320
387.805,207.3209
388.247,207.6213
388.689,203.7067
389.130,205.9627
389.572,205.4880
390.014,206.6053
390.456,206.8613
390.897,205.1556
391.339,203.8984
391.781,206.0249
392.222,207.6987
392.664,206.1535
393.106,204.0074
393.547,203.7173
393.989,204.8548
394.431,203.9932
394.872,202.2187
395.314,200.9956
395.756,202.7680
396.198,205.2933
396.639,203.6347
397.081,203.5920
397.523,203.2000
397.964,204.6667
398.406,206.1479
398.848,204.5689
399.289,203.5479
399.731,204.0311
400.173,201.6667
400.614,198.1751
401.056,203.8844
401.498,205.4427
401.940,202.5304
402.381,201.4678
402.823,201.2178
403.265,206.7085
403.706,202.9191
404.148,202.6667
404.590,205.4344
405.031,206.0676
405.473,198.9067
405.915,199.2276
406.356,197.3956
406.798,201.2836
407.240,205.9396
407.682,205.3001
408.123,207.3102
408.565,208.6963
409.007,205.7028
409.448,201.9653
409.890,202.9618
410.332,206.3324
410.773,206.4800
411.215,206.8418
411.657,206.6667
412.098,204.7484
412.540,203.4901
412.982,205.7615
413.424,206.8693
413.865,207.0196
414.307,206.5425
414.749,205.6924
415.190,207.2548
415.632,206.1935
416.074,205.0000
416.515,205.4122
416.957,203.1271
417.399,202.3600
417.840,204.4987
418.282,204.2367
418.724,204.3849
419.166,206.1084
419.607,204.7037
420.049,207.8524
420.491,205.4892
420.932,206.5757
421.374,204.5307
421.816,206.0267
422.257,207.6098
422.699,204.7147
423.141,205.2237
423.582,207.7487
424.024,205.5467
424.466,205.9644
424.908,203.7707
425.349,206.3253
425.791,207.4427
426.233,205.8178
426.674,201.7396
427.116,203.7265
427.558,209.4326
427.999,207.7005
428.441,204.2296
428.883,212.2832
429.324,208.6587
429.766,205.7034
430.208,201.0000
430.650,203.9333
431.091,203.6092
431.533,205.0705
431.975,205.0409
432.416,206.1884
432.858,205.8904
433.300,205.6933
433.741,205.9262
434.183,207.5538
434.625,205.7573
435.066,203.2622
435.508,202.7182
435.950,205.0000
436.392,203.9876
436.833,203.0071
437.275,203.9467
437.717,204.1485
438.158,203.4035
438.600,203.1627
439.042,202.5618
439.483,204.5422
439.925,204.8409
440.367,202.3313
440.808,203.3662
441.250,203.3333
441.692,202.7778
442.133,203.0830
442.575,201.6844
443.017,197.7716
443.459,201.0000
443.900,204.0133
444.342,201.9813
444.784,201.9227
445.225,204.2880
445.667,204.4631
446.109,201.1644
446.550,203.1467
446.992,202.7366
447.434,204.9692
447.875,203.0000
448.317,205.1007
448.759,203.4036
449.201,202.1147
449.642,199.7591
450.084,204.5938
450.526,202.7200
450.967,200.8356
451.409,197.0664
451.851,202.9982
452.292,201.6418
452.734,199.9333
453.176,202.6027
453.617,199.6667
454.059,199.5636
454.501,202.9120
454.943,199.8578
455.384,202.5147
455.826,198.8773
456.268,201.3333
456.709,202.0000
457.151,205.6667
457.593,201.9262
458.034,204.6124
458.476,205.7013
458.918,206.6818
459.359,201.3333
459.801,203.7618
460.243,205.1692
460.685,206.0631
461.126,205.0000
461.568,202.0000
462.010,201.2116
462.451,201.8249
462.893,202.6590
463.335,203.1988
463.776,200.6667
464.218,203.0273
464.660,204.2898
465.101,203.9733
465.543,204.5757
465.985,205.5244
466.427,208.2693
466.868,210.3476
467.310,204.6667
467.752,205.3760
468.193,204.7289
468.635,203.0000
469.077,204.5653
469.518,207.3333
469.960,204.0000
470.402,204.8267
470.843,204.4359
471.285,209.2886
471.727,207.2951
472.169,205.3967
472.610,205.0756
473.052,204.0000
473.494,205.0000
473.935,203.0338
474.377,204.3387
474.819,204.4444
475.260,205.0836
475.702,204.9387
476.144,201.3236
476.585,201.3013
477.027,203.8800
477.469,204.2791
477.911,202.6818
478.352,204.6542
478.794,202.7446
479.236,204.6074
479.677,202.9831
480.119,203.6850
480.561,201.9079
481.002,206.1253
481.444,203.9482
481.886,204.7730
482.327,202.4089
482.769,203.5849
483.211,201.1520
483.653,204.5067
484.094,202.5671
484.536,202.5476
484.978,201.4720
485.419,204.9831
485.861,202.4889
486.303,203.9387
486.744,203.1165
487.186,204.5271
487.628,199.4880
488.069,200.6667
488.511,200.0764
488.953,203.7413
489.395,202.9955
489.836,203.3763
490.278,197.8800
490.720,198.4563
491.161,197.2599
491.603,200.8400
492.045,196.5484
492.486,201.0726
492.928,202.9227
493.370,202.1769
493.811,203.8631
494.253,204.0000
494.695,201.1378
495.137,199.9422
495.578,198.0587
496.020,199.2942
496.462,195.9804
496.903,196.0000
