Distance_(unit),Gray_Value
72.437,160.2590
72.879,158.6703
73.321,160.7530
73.763,161.7182
74.204,160.4844
74.646,158.6739
75.088,158.2926
75.529,161.8237
75.971,160.4436
76.413,159.4017
76.854,163.7146
77.296,163.7398
77.738,160.0911
78.179,159.2962
78.621,160.3693
79.063,165.8405
79.505,162.2686
79.946,157.2506
80.388,160.9448
80.830,160.6799
81.271,157.4556
81.713,160.4221
82.155,160.4005
82.596,162.4592
83.038,163.0671
83.480,161.5743
83.921,161.5491
84.363,161.3333
84.805,159.4988
85.247,158.6139
85.688,162.4484
86.130,166.2434
86.572,159.7314
87.013,156.7062
87.455,160.3669
87.897,158.2722
88.338,157.0240
88.780,164.9796
89.222,163.7986
89.663,159.8513
90.105,159.8177
90.547,165.0288
90.989,165.8777
91.430,161.4544
91.872,159.1415
92.314,161.4209
92.755,161.9089
93.197,164.3333
93.639,162.5492
94.080,160.2422
94.522,161.4628
94.964,162.2302
95.405,160.0408
95.847,160.1894
96.289,162.5180
96.731,160.9616
97.172,159.3549
97.614,160.2038
98.056,162.3333
98.497,162.0504
98.939,161.2806
99.381,163.0000
99.822,161.0959
100.264,160.7650
100.706,160.1607
101.147,159.8789
101.589,160.6115
102.031,160.3945
102.472,160.6139
102.914,162.1115
103.356,160.5851
103.798,161.1103
104.239,161.0192
104.681,159.7206
105.123,159.3477
105.564,162.3153
106.006,162.3189
106.448,158.3417
106.889,158.0000
107.331,162.7626
107.773,161.7122
108.214,165.0516
108.656,159.9257
109.098,160.4388
109.540,157.6882
109.981,153.9688
110.423,158.7050
110.865,163.3861
111.306,164.6786
111.748,163.5564
112.190,162.7290
112.631,159.8082
113.073,159.4412
113.515,164.6894
113.956,158.6595
114.398,154.6235
114.840,158.2134
115.282,161.5264
115.723,159.1247
116.165,159.9556
116.607,161.9233
117.048,160.0360
117.490,161.6667
117.932,163.6151
118.373,163.4077
118.815,156.6667
119.257,156.4724
119.698,158.5480
120.140,157.9185
120.582,163.7038
121.024,156.8369
121.465,157.3969
121.907,156.9017
122.349,163.5827
122.790,164.6667
123.232,163.2578
123.674,158.3837
124.115,161.1823
124.557,161.7338
124.999,156.0492
125.440,161.2206
125.882,164.1966
126.324,161.8633
126.766,159.7734
127.207,158.7530
127.649,158.2002
128.091,158.8058
128.532,162.2182
128.974,159.1559
129.416,155.3549
129.857,154.9448
130.299,156.4760
130.741,160.3909
131.182,162.1871
131.624,158.6643
132.066,158.1187
132.508,160.7386
132.949,161.0348
133.391,160.5971
133.833,156.9388
134.274,158.2662
134.716,159.5875
135.158,160.0000
135.599,158.6403
136.041,160.7482
136.483,164.0408
136.924,162.2974
137.366,158.7230
137.808,159.6211
138.250,165.5815
138.691,161.1055
139.133,161.9916
139.575,161.2902
140.016,163.3573
140.458,162.3381
140.900,161.0000
141.341,163.3333
141.783,161.4161
142.225,160.3333
142.666,160.3333
143.108,163.1750
143.550,159.1499
143.992,159.8465
144.433,165.3201
144.875,163.2974
145.317,162.0983
145.758,160.2854
146.200,158.3357
146.642,159.4125
147.083,162.4880
147.525,162.1535
147.967,159.7686
148.408,159.4916
148.850,160.4197
149.292,159.8009
149.734,158.9412
150.175,158.3981
150.617,159.3214
151.059,161.9089
151.500,160.9700
151.942,159.4652
152.384,161.5827
152.825,163.0360
153.267,160.9832
153.709,160.7290
154.150,160.1823
154.592,159.4149
155.034,159.1523
155.476,162.5300
155.917,167.1091
156.359,159.8393
156.801,159.7890
157.242,161.6667
157.684,162.6559
158.126,159.9904
158.567,159.0132
159.009,159.2158
159.451,159.2398
159.892,162.4748
160.334,161.7134
160.776,163.3333
161.218,163.1427
161.659,158.1631
162.101,155.3453
162.543,157.5779
162.984,159.5695
163.426,160.7050
163.868,158.8141
164.309,161.7218
164.751,163.0983
165.193,157.3621
165.634,155.3214
166.076,155.1391
166.518,154.6235
166.960,155.4460
167.401,162.3333
167.843,162.2350
168.285,156.8537
168.726,157.7602
169.168,158.5983
169.610,159.6619
170.051,162.9173
170.493,160.2110
170.935,158.0564
171.376,157.1271
171.818,157.6918
172.260,156.5132
172.701,156.4880
173.143,158.3333
173.585,159.3945
174.027,158.2542
174.468,161.1175
174.910,157.5708
175.352,158.6631
175.793,160.6235
176.235,156.6199
176.677,156.4292
177.118,158.7218
177.560,158.6595
178.002,161.1859
178.443,159.9880
178.885,156.7290
179.327,158.2614
179.769,158.5815
180.210,157.9400
180.652,157.8609
181.094,162.9113
181.535,163.2014
181.977,158.4556
182.419,157.3981
182.860,160.8585
183.302,160.2170
183.744,158.6163
184.185,161.3333
184.627,159.0504
185.069,158.2506
185.511,157.9089
185.952,158.9341
186.394,160.3333
186.836,160.3333
187.277,158.3333
187.719,156.6319
188.161,159.6667
188.602,161.9221
189.044,158.6667
189.486,154.4580
189.927,155.8513
190.369,160.8909
190.811,160.2110
191.253,156.9161
191.694,159.7386
192.136,156.8070
192.578,157.7746
193.019,159.6619
193.461,162.5420
193.903,162.4868
194.344,156.7194
194.786,153.0635
195.228,156.7650
195.669,159.5396
196.111,159.2134
196.553,160.3333
196.995,158.7938
197.436,157.8441
197.878,161.3333
198.320,161.7218
198.761,160.3405
199.203,155.3837
199.645,158.0791
200.086,160.6559
200.528,157.0456
200.970,156.5803
201.411,159.1487
201.853,156.8405
202.295,156.5372
202.737,157.2890
203.178,159.3070
203.620,158.0719
204.062,154.9880
204.503,155.0803
204.945,156.3333
205.387,155.2074
205.828,156.2470
206.270,160.8273
206.712,159.4509
207.153,157.7134
207.595,160.1703
208.037,158.3861
208.479,159.1031
208.920,166.2434
209.362,159.6571
209.804,161.0959
210.245,161.2902
210.687,160.3009
211.129,158.4412
211.570,157.6391
212.012,158.3333
212.454,161.5527
212.895,162.1966
213.337,158.6571
213.779,159.5204
214.221,160.7578
214.662,159.3789
215.104,161.1918
215.546,161.9544
215.987,159.5012
216.429,155.8873
216.871,156.4257
217.312,159.4268
217.754,161.5743
218.196,160.3165
218.637,159.0000
219.079,160.0000
219.521,160.0576
219.963,159.2854
220.404,157.9257
220.846,159.5132
221.288,160.7182
221.729,157.0527
222.171,155.9988
222.613,159.7146
223.054,162.4808
223.496,158.5923
223.938,153.8009
224.379,152.5012
224.821,156.5168
225.263,158.8585
225.705,159.0671
226.146,160.3333
226.588,161.6391
227.030,161.5252
227.471,161.3981
227.913,157.0072
228.355,157.1259
228.796,161.3621
229.238,158.5755
229.680,157.4580
230.121,164.6103
230.563,159.7626
231.005,160.9904
231.447,162.8801
231.888,163.4796
232.330,161.4964
232.772,161.0527
233.213,159.9832
233.655,158.0671
234.097,160.6427
234.538,161.0743
234.980,163.3333
235.422,163.4916
235.863,163.7794
236.305,164.7470
236.747,165.3333
237.188,163.8118
237.630,167.3381
238.072,171.1427
238.514,171.3333
238.955,172.3333
239.397,173.0767
239.839,172.9760
240.280,176.8681
240.722,178.6667
241.164,179.8297
241.605,184.9868
242.047,182.2638
242.489,186.3141
242.930,186.0000
243.372,189.6667
243.814,192.8993
244.256,194.9245
244.697,190.6667
245.139,193.7170
245.581,195.6667
246.022,195.8657
246.464,197.4484
246.906,198.2326
247.347,197.0336
247.789,195.2938
248.231,196.1511
248.672,200.1966
249.114,198.7266
249.556,200.2446
249.998,201.2518
250.439,201.0719
250.881,201.9376
251.323,200.3513
251.764,201.2950
252.206,202.2446
252.648,199.9305
253.089,200.5719
253.531,200.7602
253.973,206.7098
254.414,203.3261
254.856,204.6091
255.298,204.0719
255.740,204.4916
256.181,205.8753
256.623,204.9628
257.065,202.6906
257.506,202.3070
257.948,202.2950
258.390,202.3597
258.831,204.9329
259.273,201.2278
259.715,202.1942
260.156,205.5072
260.598,206.1439
261.040,202.3561
261.482,201.5300
261.923,204.8717
262.365,205.0000
262.807,204.0180
263.248,205.0000
263.690,206.0000
264.132,206.6091
264.573,205.5012
265.015,202.5491
265.457,200.6643
265.898,201.4748
266.340,204.6331
266.782,204.3333
267.224,205.2686
267.665,208.1871
268.107,207.8633
268.549,204.6187
268.990,205.0036
269.432,207.1583
269.874,207.7698
270.315,206.4101
270.757,205.5647
271.199,205.1271
271.640,206.6667
272.082,204.7098
272.524,206.6667
272.966,206.2278
273.407,207.5983
273.849,204.6475
274.291,208.1523
274.732,206.1175
275.174,207.1451
275.616,207.7530
276.057,203.1751
276.499,204.7458
276.941,204.3130
277.382,202.6667
277.824,205.8573
278.266,204.8633
278.708,201.3345
279.149,202.7986
279.591,204.9185
280.033,204.6427
280.474,204.6595
280.916,202.9952
281.358,206.9604
281.799,206.2038
282.241,208.1535
282.683,204.9233
283.124,204.0468
283.566,203.5564
284.008,204.7458
284.450,205.7122
284.891,204.7590
285.333,204.0000
285.775,204.2914
286.216,204.0887
286.658,201.8058
287.100,201.6331
287.541,207.4317
287.983,201.7482
288.425,200.5576
288.866,201.6667
289.308,203.1595
289.750,199.1847
290.192,202.1235
290.633,204.5300
291.075,203.0732
291.517,203.0480
291.958,203.3789
292.400,203.6547
292.842,205.5288
293.283,206.8417
293.725,207.0000
294.167,203.5875
294.608,203.0767
295.050,205.0000
295.492,206.6906
295.934,205.4077
296.375,204.6667
296.817,204.9041
297.259,203.9365
297.700,203.0288
298.142,203.0036
298.584,202.6882
299.025,202.7602
299.467,204.0719
299.909,204.0000
300.350,202.3333
300.792,202.4808
301.234,202.8393
301.676,202.3993
302.117,200.2230
302.559,203.4964
303.001,200.7290
303.442,202.1990
303.884,201.3237
304.326,203.6978
304.767,201.1247
305.209,201.7338
305.651,202.7170
306.092,203.4496
306.534,202.9496
306.976,203.8333
307.418,203.6835
307.859,203.7002
308.301,204.8585
308.743,206.8669
309.184,204.0432
309.626,201.4341
310.068,201.0000
310.509,199.2986
310.951,200.6667
311.393,204.9149
311.834,202.6691
312.276,203.0000
312.718,203.0000
313.159,206.1475
313.601,201.6667
314.043,201.6667
314.485,201.9281
314.926,206.9532
315.368,205.5156
315.810,207.6559
316.251,204.9424
316.693,206.0540
317.135,202.3333
317.576,205.8118
318.018,204.8153
318.460,205.6427
318.901,201.3333
319.343,203.9233
319.785,203.2062
320.227,207.1559
320.668,205.7842
321.110,208.1655
321.552,205.0072
321.993,204.3561
322.435,201.4268
322.877,202.7074
323.318,202.3717
323.760,205.7530
324.202,204.0360
324.643,206.4928
325.085,204.8009
325.527,205.7758
325.969,205.2494
326.410,206.2746
326.852,207.3333
327.294,207.6750
327.735,206.6499
328.177,204.6247
328.619,204.5108
329.060,203.2410
329.502,204.0000
329.944,203.8094
330.385,203.6691
330.827,203.7194
331.269,203.6667
331.711,204.5767
332.152,205.2038
332.594,205.2146
333.036,204.2902
333.477,207.3046
333.919,207.2014
334.361,206.1703
334.802,205.3046
335.244,205.7398
335.686,204.6811
336.127,201.9460
336.569,204.6667
337.011,204.3034
337.453,203.9496
337.894,205.5252
338.336,206.0000
338.778,205.6871
339.219,205.0048
339.661,203.8777
340.103,208.1295
340.544,206.9880
340.986,207.0240
341.428,207.6187
341.869,209.1415
342.311,209.8477
342.753,208.7938
343.195,208.1295
343.636,204.0000
344.078,202.2554
344.520,203.3477
344.961,204.2230
345.403,204.2062
345.845,203.9053
346.286,204.6667
346.728,205.9005
347.170,202.9449
347.611,205.2662
348.053,204.3669
348.495,208.1343
348.937,207.4604
349.378,208.7518
349.820,206.6667
350.262,208.9029
350.703,202.9784
351.145,204.2974
351.587,203.5803
352.028,205.7350
352.470,203.3741
352.912,204.2374
353.353,204.3789
353.795,208.9904
354.237,206.6667
354.679,207.8861
355.120,206.9113
355.562,206.6667
356.004,202.7050
356.445,201.6799
356.887,206.0120
357.329,206.4077
357.770,204.9161
358.212,206.0000
358.654,205.5540
359.095,204.9424
359.537,204.4892
359.979,205.3046
360.421,206.2710
360.862,207.5240
361.304,204.7410
361.746,204.6739
362.187,206.2542
362.629,207.7758
363.071,206.2014
363.512,203.5540
363.954,204.1703
364.396,205.3465
364.837,204.0695
365.279,205.1954
365.721,203.6043
366.163,205.3777
366.604,202.7674
367.046,203.6667
367.488,203.6163
367.929,207.6163
368.371,201.0000
368.813,202.1175
369.254,202.7338
369.696,203.5408
370.138,206.9664
370.579,208.2098
371.021,207.1199
371.463,205.3717
371.905,204.4724
372.346,205.4532
372.788,206.4988
373.230,205.4820
373.671,203.3022
374.113,203.6547
374.555,207.4892
374.996,210.5480
375.438,206.7266
375.880,209.8118
376.321,207.9113
376.763,205.3477
377.205,207.9928
377.646,209.4712
378.088,207.1846
378.530,205.0000
378.972,206.7842
379.413,209.6918
379.855,207.5995
380.297,211.0527
380.738,204.9736
381.180,205.4341
381.622,207.2374
382.063,206.6415
382.505,207.8609
382.947,210.2206
383.388,209.2374
383.830,206.3729
384.272,206.4580
384.714,208.0683
385.155,208.9568
385.597,206.9940
386.039,205.6667
386.480,204.0971
386.922,205.3070
387.364,208.2758
387.805,210.2254
388.247,207.9341
388.689,207.8945
389.130,210.4281
389.572,208.8609
390.014,208.2986
390.456,209.4436
390.897,206.5719
391.339,205.8729
391.781,209.5623
392.222,209.0000
392.664,209.4365
393.106,208.0767
393.547,208.8118
393.989,205.5396
394.431,206.5432
394.872,206.1846
395.314,209.9065
395.756,206.2446
396.198,203.9077
396.639,206.3885
397.081,206.8801
397.523,206.6619
397.964,205.8777
398.406,207.7722
398.848,210.8082
399.289,208.4916
399.731,202.5767
400.173,207.8129
400.614,208.6763
401.056,208.3933
401.498,204.7770
401.940,203.9424
402.381,205.3333
402.823,207.0360
403.265,205.0252
403.706,205.3333
404.148,210.8417
404.590,209.7410
405.031,202.4197
405.473,204.8465
405.915,207.0995
406.356,202.4413
406.798,201.8897
407.240,204.9544
407.682,207.2650
408.123,201.2878
408.565,199.3465
409.007,202.4556
409.448,206.7302
409.890,203.0552
410.332,201.5815
410.773,205.5540
411.215,206.8321
411.657,202.9353
412.098,202.4784
412.540,201.3094
412.982,204.7818
413.424,201.8489
413.865,207.1355
414.307,203.1894
414.749,200.6439
415.190,200.0144
415.632,204.7686
416.074,208.5444
416.515,206.4113
416.957,206.4365
417.399,206.8717
417.840,204.2062
418.282,209.0480
418.724,204.7098
419.166,205.0000
419.607,204.5612
420.049,204.7302
420.491,201.5899
420.932,201.6607
421.374,204.3046
421.816,205.2398
422.257,204.2614
422.699,203.2362
423.141,202.7890
423.582,203.9616
424.024,203.0120
424.466,201.0624
424.908,201.6667
425.349,205.4185
425.791,201.4844
426.233,205.7014
426.674,204.3237
427.116,205.3489
427.558,204.7482
427.999,207.0000
428.441,205.8177
428.883,207.4005
429.324,206.6667
429.766,205.6667
430.208,206.1918
430.650,206.1163
431.091,207.0911
431.533,208.4652
431.975,206.3717
432.416,205.6978
432.858,204.8729
433.300,206.1295
433.741,206.6379
434.183,205.3309
434.625,204.2974
435.066,207.2674
435.508,207.1151
435.950,208.3717
436.392,207.4221
436.833,207.4077
437.275,204.6187
437.717,209.7290
438.158,208.0144
438.600,209.9820
439.042,204.6379
439.483,206.6127
439.925,207.6667
440.367,211.7710
440.808,206.9257
441.250,206.1307
441.692,206.0264
442.133,211.0767
442.575,206.1535
443.017,204.4257
443.459,205.4676
443.900,208.9724
444.342,206.6667
444.784,209.3106
445.225,206.0791
445.667,209.4688
446.109,206.0000
446.550,206.5432
446.992,207.0839
447.434,209.1307
447.875,206.8489
448.317,208.2566
448.759,203.6355
449.201,207.0791
449.642,206.0336
450.084,206.6667
450.526,205.0000
450.967,206.9029
451.409,203.7554
451.851,201.7590
452.292,206.4772
452.734,209.1906
453.176,206.5012
453.617,209.0527
454.059,207.7698
454.501,209.9101
454.943,206.9353
455.384,208.2542
455.826,206.9664
456.268,207.9640
456.709,207.6667
457.151,208.5648
457.593,206.3501
458.034,205.3693
458.476,203.8489
458.918,207.0444
459.359,202.7290
459.801,207.3130
460.243,203.2710
460.685,206.4041
461.126,207.0911
461.568,208.8118
462.010,205.7698
462.451,208.2434
462.893,203.7794
463.335,205.6559
463.776,205.7074
464.218,207.9412
464.660,203.5324
465.101,202.3141
465.543,200.7674
465.985,202.8549
466.427,202.1799
466.868,206.4868
467.310,204.3861
467.752,203.0012
468.193,204.2854
468.635,205.6667
469.077,205.1847
469.518,208.3681
469.960,202.8753
470.402,208.0336
470.843,203.7914
471.285,203.8657
471.727,205.1079
472.169,205.0827
472.610,206.6667
473.052,207.5695
473.494,208.6307
473.935,208.6247
474.377,206.4628
474.819,207.4700
475.260,204.5204
475.702,205.6894
476.144,203.9089
476.585,206.0096
477.027,203.2398
477.469,203.5120
477.911,206.4436
478.352,207.9365
478.794,206.2566
479.236,203.6667
479.677,205.6667
480.119,209.4077
480.561,208.2710
481.002,205.9832
481.444,203.8921
481.886,207.4137
482.327,207.3237
482.769,208.4341
483.211,205.6403
483.653,208.1439
484.094,207.7914
484.536,208.4149
484.978,206.2950
485.419,204.1031
485.861,204.0695
486.303,205.2050
486.744,205.7410
487.186,204.8669
487.628,203.9353
488.069,203.7830
488.511,206.6667
488.953,203.7926
489.395,204.1007
489.836,205.6918
490.278,204.9832
490.720,202.0252
491.161,202.3333
